City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,saipan,15.1355,145.701,28.39,100,20,5.66,MP,1688902452
280,mragowo,53.8644,21.3051,24.0,38,15,4.09,PL,1688902452
281,bandon,51.7469,-8.7425,17.77,67,51,6.4,IE,1688902452
282,ciudad de armeria,18.9333,-103.9667,23.6,86,83,1.84,MX,1688902452
283,kapuskasing,49.4169,-82.4331,13.05,88,75,1.54,CA,1688902453
284,atar,20.5169,-13.0499,40.82,10,30,8.76,MR,1688902453
285,kodinsk,58.6881,99.1844,26.9,47,100,0.26,RU,1688902453
286,anapa,44.8908,37.3239,23.19,73,75,5.0,RU,1688902141
287,i-n-salah,27.1935,2.4607,43.49,5,0,6.73,DZ,1688902453
288,turkestan,43.3333,68.25,36.54,13,0,6.79,KZ,1688902453
289,holualoa,19.6228,-155.9522,22.1,83,40,2.06,US,1688902453
290,acajutla,13.5928,-89.8275,25.45,84,97,1.92,SV,1688902454
291,tanout,14.9709,8.8879,36.21,27,59,1.62,NE,1688902454
292,fengtai,39.5581,117.7492,32.26,28,67,2.37,CN,1688902454
293,kyaikkami,16.08,97.5675,28.04,81,100,3.01,MM,1688902454
294,horta,38.5333,-28.6333,22.8,85,20,4.92,PT,1688902454
295,enriquillo,17.9,-71.2333,28.39,72,84,4.99,DO,1688902454
296,rabo de peixe,37.8,-25.5833,20.73,78,20,3.6,PT,1688902155
297,pinotepa nacional,16.3167,-98.0167,23.15,91,100,1.77,MX,1688902455
298,gryazovets,58.88,40.2525,21.26,52,89,2.42,RU,1688902455
299,chilliwack,49.1747,-121.9443,15.43,92,7,0.0,CA,1688902455
300,camalu,30.85,-116.0667,19.38,92,40,1.99,MX,1688902455
301,ancud,-41.8697,-73.8203,8.69,75,97,5.22,CL,1688902455
302,vilyuchinsk,52.9306,158.4028,15.15,96,98,1.04,RU,1688902456
303,kudymkar,59.0173,54.656,20.55,81,84,2.04,RU,1688902456
304,weno,7.4515,151.8468,25.97,100,100,2.06,FM,1688902456
305,zhmerynka,49.037,28.112,23.37,44,78,7.22,UA,1688902456
306,ceeldheer,3.8488,47.1806,30.47,54,51,13.09,SO,1688902456
307,ciudad lazaro cardenas,17.9583,-102.2,25.07,90,100,2.36,MX,1688902456
308,oban,56.4127,-5.4706,17.99,82,75,2.06,GB,1688902457
309,ocean city,39.2776,-74.5746,25.0,90,100,1.79,US,1688902457
310,kayangel,8.0823,134.7173,28.65,77,18,2.17,PW,1688902457
311,susanville,40.4163,-120.653,13.91,62,0,1.54,US,1688902457
312,letlhakeng,-24.0944,25.0298,17.71,26,0,7.58,BW,1688902457
313,tahe,52.3333,124.7333,18.95,48,87,2.56,CN,1688902457
314,ban houayxay,20.2453,100.4547,23.68,98,100,0.54,LA,1688902458
315,beykonak,36.3257,30.303,30.17,56,0,4.72,TR,1688902458
316,arkhara,49.4212,130.0842,19.39,94,59,3.86,RU,1688902458
317,petropavlovsk-kamchatsky,53.0452,158.6483,14.33,88,75,1.0,RU,1688902458
318,saudarkrokur,65.7461,-19.6394,16.18,66,59,1.88,IS,1688902458
319,ebaye,8.7748,167.7392,29.01,74,0,6.69,MH,1688902458
320,malpe,13.35,74.7167,28.61,90,100,6.13,IN,1688902458
321,mount pearl,47.5166,-52.7813,16.19,97,75,2.06,CA,1688902459
322,woolgoolga,-30.1106,153.2007,9.47,63,0,1.82,AU,1688902459
323,kerikeri,-35.2268,173.9474,10.51,93,69,5.37,NZ,1688902459
324,charcas,23.1333,-101.1167,15.48,94,66,1.86,MX,1688902459
325,menominee,45.1078,-87.6143,15.27,87,52,1.46,US,1688902459
326,tadine,-21.55,167.8833,18.91,66,29,4.31,NC,1688902459
327,serowe,-22.3833,26.7167,23.63,16,0,6.19,BW,1688902460
328,salinas,36.6777,-121.6555,14.05,82,100,4.63,US,1688902460
329,syktyvkar,61.6764,50.8099,16.85,82,40,3.13,RU,1688902320
330,faya-largeau,17.9257,19.1043,41.94,12,0,8.23,TD,1688902460
331,novodvinsk,64.4165,40.8122,12.49,59,100,3.66,RU,1688902460
332,ubatuba,-23.4339,-45.0711,20.76,90,100,1.62,BR,1688902460
333,ulanhot,46.0833,122.0833,19.33,93,100,4.21,CN,1688902460
334,powell river,49.8496,-124.5361,14.63,92,2,1.19,CA,1688902460
335,luuq,3.7938,42.5445,35.02,30,66,10.48,SO,1688902461
336,kapa'a,22.0752,-159.319,26.18,79,20,7.72,US,1688902461
337,cabo san lucas,22.8909,-109.9124,29.17,82,27,2.24,MX,1688902461
338,usinsk,65.9939,57.5281,12.73,63,97,6.18,RU,1688902461
339,castillos,-34.1667,-53.8333,12.1,85,100,2.46,UY,1688902461
340,vorgashor,67.5833,63.95,13.66,51,100,2.35,RU,1688902461
341,fort st. john,56.2499,-120.8529,15.94,72,75,2.57,CA,1688902221
342,kermit,31.8576,-103.0927,26.91,54,0,2.57,US,1688902462
343,anadyr,64.75,177.4833,6.28,87,0,2.0,RU,1688902462
344,nema,57.5067,50.5011,19.42,90,100,2.88,RU,1688902462
345,at taj,24.2049,23.2857,38.26,13,0,4.81,LY,1688902462
346,nogliki,51.8333,143.1667,17.2,98,100,1.47,RU,1688902462
347,jacmel,18.2342,-72.5347,26.91,71,57,0.58,HT,1688902462
348,awjilah,29.1081,21.2869,37.17,14,0,7.15,LY,1688902463
349,christchurch,-43.5333,172.6333,11.08,92,75,0.0,NZ,1688902463
350,cooma,-36.2333,149.1333,6.5,82,25,4.82,AU,1688902463
351,laguna de perlas,12.3429,-83.6712,24.9,95,87,2.17,NI,1688902463
352,mugia,43.1041,-9.2179,21.06,78,39,5.69,ES,1688902463
353,banda aceh,5.5577,95.3222,25.36,89,100,6.57,ID,1688902463
354,nikolayevsk-on-amure,53.1406,140.73,17.35,65,100,2.11,RU,1688902464
355,mponela,-13.5319,33.7401,23.05,35,1,2.96,MW,1688902464
356,banjar,-8.19,114.9675,27.58,73,7,1.61,ID,1688902464
357,lompoc,34.6391,-120.4579,13.9,91,100,6.69,US,1688902464
358,labytnangi,66.6572,66.4183,17.31,59,99,1.93,RU,1688902464
359,nemuro,43.3236,145.575,15.26,97,84,3.92,JP,1688902464
360,hilo,19.7297,-155.09,22.92,92,100,3.09,US,1688902465
361,puerto armuelles,8.2833,-82.8667,27.27,84,100,1.34,PA,1688902465
362,ulladulla,-35.35,150.4667,11.94,73,0,4.08,AU,1688902465
